secs, cad, hr, km, kph, nm, watts, alt, lon, lat, headwind, slope, temp, interval, lrbalance, lte, rte, lps, rps, smo2, thb, o2hb, hhb
12195,47,120,3.61518,3.8592,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12196,23.5,122,3.61572,1.9296,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12197,0,124,3.61626,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12198,0,127,3.61626,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12199,0,128.5,3.61626,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12200,0,130,3.61626,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12201,30,131.5,3.61692,2.3796,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12202,60,133,3.61758,4.7592,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12203,45,133.75,3.61826,3.5694,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12204,30,134.5,3.61893,2.3796,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12205,15,135.25,3.6196,1.1898,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12206,0,136,3.62028,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12207,0,136.5,3.62062,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12208,0,137,3.62096,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12209,0,137.5,3.62131,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12210,0,138,3.62165,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12211,0,138.5,3.62199,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12212,0,139,3.62233,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12213,0,140,3.62233,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12214,0,141,3.62233,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12215,0,142,3.62233,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12216,0,143,3.62311,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12217,0,144,3.62388,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12218,0,145,3.62466,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12219,0,145.188,3.62526,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12220,0,145.375,3.62585,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12221,0,145.562,3.62645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12222,0,145.75,3.62705,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12223,0,145.938,3.62764,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12224,0,146.125,3.62824,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12225,0,146.312,3.62884,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12226,0,146.5,3.62943,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12227,0,146.688,3.63003,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12228,0,146.875,3.63063,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12229,0,147.062,3.63123,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12230,0,147.25,3.63182,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12231,0,147.438,3.63242,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12232,0,147.625,3.63302,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12233,0,147.812,3.63361,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12234,0,148,3.63421,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12235,0,149,3.63421,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12236,0,150,3.63421,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12237,0,151,3.63421,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12238,3.13333,151.2,3.63497,0.22368,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12239,6.26667,151.4,3.63573,0.44736,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12240,9.4,151.6,3.63649,0.67104,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12241,12.5333,151.8,3.63725,0.89472,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12242,15.6667,152,3.63801,1.1184,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12243,18.8,152.2,3.63877,1.34208,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12244,21.9333,152.4,3.63953,1.56576,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12245,25.0667,152.6,3.6403,1.78944,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12246,28.2,152.8,3.64106,2.01312,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12247,31.3333,153,3.64182,2.2368,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12248,34.4667,153.2,3.64258,2.46048,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12249,37.6,153.4,3.64334,2.68416,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12250,40.7333,153.6,3.6441,2.90784,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12251,43.8667,153.8,3.64486,3.13152,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12252,47,154,3.64562,3.3552,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12253,47.2105,154.263,3.64615,3.37131,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12254,47.4211,154.526,3.64667,3.38741,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12255,47.6316,154.789,3.6472,3.40352,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12256,47.8421,155.053,3.64773,3.41962,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12257,48.0526,155.316,3.64826,3.43573,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12258,48.2632,155.579,3.64878,3.45183,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12259,48.4737,155.842,3.64931,3.46794,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12260,48.6842,156.105,3.64984,3.48404,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12261,48.8947,156.368,3.65037,3.50015,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12262,49.1053,156.632,3.65089,3.51625,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12263,49.3158,156.895,3.65142,3.53236,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12264,49.5263,157.158,3.65195,3.54846,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12265,49.7368,157.421,3.65248,3.56457,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12266,49.9474,157.684,3.653,3.58067,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12267,50.1579,157.947,3.65353,3.59678,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12268,50.3684,158.211,3.65406,3.61288,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12269,50.5789,158.474,3.65459,3.62899,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12270,50.7895,158.737,3.65511,3.64509,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12271,51,159,3.65564,3.6612,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12272,51,162,3.65564,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12273,25.5,164,3.65564,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12274,0,166,3.65564,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12275,3.42857,165.714,3.65651,0.259971,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12276,6.85714,165.429,3.65738,0.519943,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12277,10.2857,165.143,3.65826,0.779914,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12278,13.7143,164.857,3.65913,1.03989,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12279,17.1429,164.571,3.66,1.29986,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12280,20.5714,164.286,3.66087,1.55983,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12281,24,164,3.66174,1.8198,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12282,27.4286,163.714,3.66262,2.07977,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12283,30.8571,163.429,3.66349,2.33974,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12284,34.2857,163.143,3.66436,2.59971,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12285,37.7143,162.857,3.66523,2.85969,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12286,41.1429,162.571,3.66611,3.11966,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12287,44.5714,162.286,3.66698,3.37963,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12288,48,162,3.66785,3.6396,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12289,48,163,3.66891,3.762,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12290,48,164,3.66998,3.8844,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12291,48,165,3.67104,4.0068,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12292,49,165.6,3.67149,4.06728,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12293,50,166.2,3.67195,4.12776,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12294,51,166.8,3.6724,4.18824,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12295,52,167.4,3.67286,4.24872,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12296,53,168,3.67331,4.3092,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12297,52.6667,167,3.67449,4.254,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12298,52.3333,166,3.67566,4.1988,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12299,52,165,3.67684,4.1436,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12300,48,165.231,3.67758,3.82486,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12301,44,165.462,3.67832,3.50612,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12302,40,165.692,3.67906,3.18738,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12303,36,165.923,3.6798,2.86865,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12304,32,166.154,3.68054,2.54991,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12305,28,166.385,3.68128,2.23117,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12306,24,166.615,3.68201,1.91243,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12307,20,166.846,3.68275,1.59369,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12308,16,167.077,3.68349,1.27495,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12309,12,167.308,3.68423,0.956215,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12310,8,167.538,3.68497,0.637477,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12311,4,167.769,3.68571,0.318738,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12312,0,168,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12313,0,167.812,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12314,0,167.625,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12315,0,167.438,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12316,0,167.25,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12317,0,167.062,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12318,0,166.875,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12319,0,166.688,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12320,0,166.5,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12321,0,166.312,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12322,0,166.125,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12323,0,165.938,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12324,0,165.75,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12325,0,165.562,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12326,0,165.375,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12327,0,165.188,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12328,0,165,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12329,0,164,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12330,0,163,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12331,0,162,3.68645,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12332,10.6,161.4,3.6869,0.82008,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12333,21.2,160.8,3.68735,1.64016,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12334,31.8,160.2,3.68781,2.46024,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12335,42.4,159.6,3.68826,3.28032,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12336,53,159,3.68871,4.1004,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12337,35.3333,157.667,3.68909,2.7336,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12338,17.6667,156.333,3.68948,1.3668,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12339,0,155,3.68986,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12340,26.5,153,3.691,2.1258,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12341,53,151,3.69214,4.2516,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12342,52.5,149.5,3.69334,4.2678,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12343,52,148,3.69454,4.284,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12344,51.9167,148.25,3.69552,4.278,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12345,51.8333,148.5,3.69651,4.272,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12346,51.75,148.75,3.69749,4.266,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12347,51.6667,149,3.69848,4.26,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12348,51.5833,149.25,3.69946,4.254,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12349,51.5,149.5,3.70045,4.248,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12350,51.4167,149.75,3.70143,4.242,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12351,51.3333,150,3.70241,4.236,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12352,51.25,150.25,3.7034,4.23,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12353,51.1667,150.5,3.70438,4.224,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12354,51.0833,150.75,3.70537,4.218,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12355,51,151,3.70635,4.212,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12382,0,148,3.71805,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12383,0,147.7,3.71805,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12384,0,147.4,3.71805,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12385,0,147.1,3.71805,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12386,0,146.8,3.71805,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12387,0,146.5,3.71805,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12388,0,146.2,3.71805,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12389,0,145.9,3.71805,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12390,0,145.6,3.71805,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12391,0,145.3,3.71805,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12392,0,145,3.71805,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12393,0,144.786,3.71836,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12394,0,144.571,3.71867,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12395,0,144.357,3.71898,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12396,0,144.143,3.71928,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12397,0,143.929,3.71959,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12398,0,143.714,3.7199,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12399,0,143.5,3.72021,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12400,0,143.286,3.72052,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12401,0,143.071,3.72083,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12402,0,142.857,3.72114,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12403,0,142.643,3.72144,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12404,0,142.429,3.72175,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12405,0,142.214,3.72206,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12406,0,142,3.72237,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12407,0,141.625,3.72303,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12408,0,141.25,3.72368,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12409,0,140.875,3.72434,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12410,0,140.5,3.72499,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12411,0,140.125,3.72565,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12412,0,139.75,3.72631,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12413,0,139.375,3.72696,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12414,0,139,3.72762,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12415,0,139.364,3.72779,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12416,0,139.727,3.72797,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12417,0,140.091,3.72814,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12418,0,140.455,3.72831,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12419,0,140.818,3.72849,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12420,0,141.182,3.72866,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12421,0,141.545,3.72884,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12422,0,141.909,3.72901,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12423,0,142.273,3.72918,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12424,0,142.636,3.72936,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12425,0,143,3.72953,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12426,0,146,3.72953,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12427,0,148,3.72953,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12428,0,150,3.72953,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12429,4.72727,150.364,3.7307,0.386509,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12430,9.45455,150.727,3.73188,0.773018,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12431,14.1818,151.091,3.73305,1.15953,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12432,18.9091,151.455,3.73423,1.54604,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12433,23.6364,151.818,3.7354,1.93255,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12434,28.3636,152.182,3.73658,2.31905,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12435,33.0909,152.545,3.73775,2.70556,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12436,37.8182,152.909,3.73893,3.09207,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12437,42.5455,153.273,3.7401,3.47858,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12438,47.2727,153.636,3.74128,3.86509,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12439,52,154,3.74245,4.2516,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12440,26,156,3.74296,2.1258,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12441,0,158,3.74347,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12442,0,159.5,3.74347,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12443,0,161,3.74347,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12444,0,163,3.74347,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12445,0,165,3.74347,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12446,0,166.5,3.74347,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12447,0,168,3.74347,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12448,0,168.158,3.74396,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12449,0,168.316,3.74446,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12450,0,168.474,3.74495,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12451,0,168.632,3.74544,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12452,0,168.789,3.74594,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12453,0,168.947,3.74643,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12454,0,169.105,3.74692,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12455,0,169.263,3.74742,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12456,0,169.421,3.74791,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12457,0,169.579,3.7484,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12458,0,169.737,3.74889,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12459,0,169.895,3.74939,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12460,0,170.053,3.74988,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12461,0,170.211,3.75037,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12462,0,170.368,3.75087,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12463,0,170.526,3.75136,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12464,0,170.684,3.75185,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
12465,0,170.842,3.75235,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
